smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,0,0,0,0,0,0,0,,0,,0,0
CCCCCCCCn1sccc1=O,0,0,0,,,,,,0,1,1,1
C=CCCCCCC,0,0,0,0,0,0,0,0,0,,0,0
CCCCCCCCOc1ccc(C(=O)O)cc1,0,0,,,0,0,,,0,,1,
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,0,1,1,,,0,,,0,0,,1
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,0,,0,0,0,,,,0,,0,1
c1ccc2c(c1)CCCC2C1=NCCN1,0,0,,0,0,0,0,0,0,0,,0
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0,0,,,,0,0,,0,0,0,0
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0,0,0,0,0,0,,0,0,0,,0
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,0,0,0,0,0,0,0,0,0,0,0,0
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2sc(SSN3CCOCC3)nc2c1,0,0,1,,0,0,1,0,0,1,1,0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0,0,0,,,0,0,1,0,0,,
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1,0,0,0,0,0,0,0,,0,0,,0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0,0,0,1,,0,0,1,0,0,1,0
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,0,,1,1,,0,,,,0,,
CCOP(=O)(OCC)OP(=O)(OCC)OCC,0,0,0,0,,0,0,,0,0,0,0
O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,,0,,0,0
O=C1NC2NC(=O)NC2N1,0,0,,0,0,0,0,0,0,0,0,0
CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0,0,0,0,0,0,0,,0,,0,0
C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2,0,0,0,0,0,0,0,,0,,0,0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0,0,,1,0,0,0,,0,0,0
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,0,1,0,0,0,,,0,0,,0
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,0,0,0,,0,0,0,,0,,0,0
C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,1,1,0,0,0,0,0,1,0,0,0,0
COc1ccc(Cc2cnc(N)nc2N)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0
C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0,0,0,,,0,,,0,,,0
Cc1cnc(C(=O)O)c[n+]1[O-],0,0,0,0,0,0,0,,0,,0,0
O=C1c2ccccc2C(=O)c2cc(O)ccc21,0,,1,,1,1,0,1,1,0,1,0
CCNc1nc(NC(C)(C)C)nc(SC)n1,0,0,,0,0,0,0,1,0,0,1,0
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,0,0,0,1,0,0,0,0,0,0,0,0
O=C([O-])CF,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOCC(C)OCC(C)O,0,0,0,0,0,0,0,0,0,0,0,0
C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,0,1,0,,,,1,1,1,,0,0
C=CC(=O)OCCCCCC(C)C,0,0,0,0,1,0,0,0,0,0,0,0
Cl/C=C/Cl,0,0,0,0,0,0,0,0,0,0,0,0
Cl/C=C\Cl,0,0,0,,0,0,0,,0,,0,0
O=C(O)CCCOc1ccc(Cl)cc1Cl,0,,,,0,0,0,0,0,0,,0
C=Cc1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
OCC(Cl)CCl,0,0,0,0,0,0,0,0,0,0,0,0
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)Nc1ccc(Cl)c(Cl)c1,0,0,,0,0,0,0,,0,0,1,
O=C(O)c1cccc(C(F)(F)F)c1,0,0,0,0,0,0,0,0,0,0,0,0
O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,0,,,,,1,1,,1,1,,
COC(=O)c1ccc(OC)cc1,0,0,0,,0,0,,0,0,0,0,0
COC(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O)c1snc(Cl)c1Cl,0,0,1,0,0,0,0,,0,0,0,0
Nc1ccc(Cl)cc1[N+](=O)[O-],0,0,,0,,0,0,0,0,0,1,0
CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)OCCC(C)CCC=C(C)C,0,0,0,0,0,0,0,0,0,,0,0
C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,0,0,,0,1,0,0,0,0,0,0,0
Cc1ccc(OC(=O)CC(C)C)cc1,0,0,0,,0,0,0,0,0,0,0,0
CCC(C)C1N=C(C)C(C)S1,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)C(CC)Sc1ccoc1C,0,0,0,0,0,0,0,,0,0,0,0
Cc1nc2ccc(Cl)cc2[nH]1,0,0,1,0,0,0,0,0,0,0,0,0
N[C@@H](CCC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(=O)OC/C=C(\C)CCC=C(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OC(=O)c1ccccc1C(=O)O,0,0,0,,0,0,0,0,0,0,0,0
COc1cc(/C=C/C(N)=O)cc(OC)c1OC,,,,,,,,0,,0,,
CCOc1nc(=O)c(F)c[nH]1,,,,,,,,0,,0,,
N#CC1(c2ccc(F)cc2)CCC(=O)CC1,,,,,,,,0,,0,,
Cc1ccc(C(C)OC(=O)C2(C)CCC(C(=O)O)C2(C)C)cc1.OCCNCCO,,,,,,,,0,,0,,
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,,,,,,,,,,0,,
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,,,,,,,,,,0,,
Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,,,,,,,,0,,0,,
NC(=O)NC1N=C(O[AlH3](O)O)NC1=O,,,,,,,,0,,0,,
COCCc1ccc(OCC2CO2)cc1,,,,,,,,0,,0,,
C#Cc1ccc(-c2ccccc2F)cc1,,,,,,,,0,,0,,
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,0,0,,1,,0,1,,0,0,1,
CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,0,0,1,,1,0,1,,1,0,0,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,1,0,,0,0,0,0,0,0,0,0
CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,0,0,0,0,,0,,,0,,1,
CP(=O)([O-])OCCC[Si](O)(O)O,0,0,0,0,0,0,0,0,0,0,,0
N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1,0,0,0,0,0,0,0,0,0,0,,0
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,1,0,1,,1,1,0,0,0,0,1,0
OCCC1CCCCN1,0,0,0,0,0,0,0,0,0,0,,0
CC(C)(O)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCOC(=O)C(C)OC(=O)CCC,0,0,0,0,0,0,0,0,0,0,0,0
COC(C=C(C)CCC=C(C)C)OC,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)OC(C)(C)C1CC=C(C)CC1,0,0,0,0,,0,0,0,0,0,0,0
C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,0,0,0,,,0,0,0,0,0,0,0
O=S(=O)(O)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,,,,,,,,1,,1,,
Nc1ccc(C(=O)N2CC3CC(CN(Cc4ccccc4)C3)C2)cc1,,,,,,,,0,,0,,
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0,0,,0,,0,0,1,0,0,,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12,,,,,,,,,,0,,
Cc1oc(=O)oc1COC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,,,,,,,,0,,0,,
CC#C[C@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,1,,0,,
CCOC(=O)C(=O)CCCCCCl,,,,,,,,0,,0,,
Nc1ccc(Cl)cc1C(=O)c1ccccc1F,,,,,,,,1,,0,,
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,,,,,,,,1,,0,,
CC(C)(C)c1ccc(OCC2CO2)cc1,0,0,0,,1,0,0,0,0,0,0,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,1,1,0,0,0,0,0,1,0,0,0,0
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0,0,0,0,0,0,0,0,0,0,0,0
C=CN1CCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,1,0,0,0,0
C1CCCCCCCCCCC1,0,,0,0,0,0,0,0,0,0,0,0
Cc1cccc(C)c1,0,0,0,0,1,1,0,0,0,0,0,0
Cc1ccc(N)c(C)c1,0,0,1,0,0,0,0,0,0,0,0,0
Oc1cccc(Cl)c1,0,0,0,0,0,0,0,0,0,0,,0
O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1,0,0,0,0,0,0,0,0,0,0,0,0
Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O,0,0,1,0,0,0,0,1,0,0,,0
CC(C)CCON=O,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)C(C)C,0,0,0,0,0,0,0,,0,0,0,0
O=Cc1ccccc1[N+](=O)[O-],0,0,,0,0,0,0,0,0,0,,1
O=Cc1ccc([N+](=O)[O-])cc1,0,0,,,1,0,0,0,0,0,0,0
COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0,0,,,0,0,,0,,1,,
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0,0,0,0,0,0,0,,0,,,
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O,0,0,0,0,1,0,0,,1,,0,1
C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,,,,,,,,0,,0,,
CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],,,,,,,,0,,0,,
Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],0,0,0,0,0,0,0,,0,,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],0,0,,,0,0,,0,0,0,1,0
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0,0,0,0,0,0,,,0,,0,1
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,1,,1,,,0,0,,1,0,,0
COc1ccc(C(=O)N2CCCC2=O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0,0,0,0,0,0,0,,0,,0,0
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,,0
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,0,0,1,,,0,,1,0,0,,0
C=CCc1ccccc1OCC(O)CNC(C)C,0,0,0,0,0,0,0,0,0,0,,0
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,0,0,0,0,0,0,0,1,0,0,1,0
Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1,0,1,,1,1,0,1,1,0,1,0
CCn1c2ccccc2c2cc(N)ccc21,0,0,1,1,0,1,0,1,0,1,1,1
CCOc1ccc(NC(C)=O)cc1N,0,0,1,,,0,0,0,0,,,0
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,0,0,1,0,0,0,0,,0,0,1,0
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,0,0,0,,,0,0,1,0,0,,0
CCCCCCCCCCCCCCBr,0,0,0,0,0,0,0,,0,0,0,0
CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,0,,0,,,,,,0,1,1,1
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,0,0,0,0,0,0,0,,0,0,0,0
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,0,0,1,0,0,0,0,,0,,,0
CC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,0,0,,,1,0,0,0,0,0,0,
C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,0,0,1,,1,0,0,0,1,0,0,0
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,0,0,1,1,0,0,0,0,0,0,0,0
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,,0,0,0,0
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)O[C@H]1[C@@H](N2CCCCC2)C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@@H](N5CCCCC5)C[C@]4(C)[C@H]3CC[C@@]21C,0,0,0,0,0,0,0,,0,,0,0
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,0,0,1,0,0,0,0,0,0,0,0,0
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,0,0,0,0,0,0,0,0,0,0,0,0
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0,0,0,,,0,,,0,0,0,1
O=[Mo](=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(S)OCC,0,0,0,0,0,0,0,0,0,0,0,0
c1nc[nH]n1,0,0,0,0,0,0,0,,0,0,0,0
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0,,0,0,0,0,0,,0,0,0,0
CCCCCCCC/C=C\CCCCCCCC(N)=O,0,0,0,0,0,0,0,0,0,0,1,0
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0,0,,0,,0,0,,0,0,0,0
Cc1cc(=O)[nH]c(=S)[nH]1,1,1,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0,0,0,0,,0,,,0,,1,
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,1,,0,,0,0,0,1,0,,1,0
CCC(C)(C)c1ccc(O)cc1,0,0,0,0,1,1,0,0,0,0,1,0
Cc1c(N)cccc1Cl,0,0,,0,,0,0,0,0,0,0,0
Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,0,0,0,0,1,1,,1,0,1,1,
Nc1ccc(Br)cc1,0,0,1,0,0,0,0,0,0,0,0,0
CCCCOC(=O)CCCCC(=O)OCCCC,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(O)c(C)c1,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,0,0,,0,0,0,0,0,0,0,0,0
Cc1ccc(O)cc1,0,0,0,0,1,0,0,0,0,0,0,0
Cc1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0
O=[PH](Oc1ccccc1)Oc1ccccc1,0,0,0,0,1,0,0,0,0,0,0,0
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
C[N+](C)(C)CCO,0,0,0,0,0,0,0,0,0,0,0,0
O=[Cr]O[Cr]=O,0,0,0,0,0,0,0,0,0,0,0,0
[Cr+3],0,0,0,,0,0,0,0,0,0,0,0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,0,0,0,0,1,0,0,1,0,0,1,0
CN/C(=N\C#N)NCCSCc1nc[nH]c1C,0,0,0,0,0,0,0,0,0,0,0,0
CCCCNS(=O)(=O)c1ccccc1,0,0,,,0,0,0,0,0,0,0,0
C=C(C)c1cccc(C(=C)C)c1,0,0,0,0,,0,0,0,0,0,0,0
CC=CC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CC1OC(=O)C(C)OC1=O,0,0,0,0,,0,0,0,0,0,0,0
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,0,0,1,,0,0,0,1,0,0,1,
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,0,0,1,,0,0,0,,0,0,,0
OCCCCCO,0,0,0,0,1,0,0,0,0,0,0,0
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0,,0,,,0,,1,0,0,1,1
CNC(=N)NC(=O)Nc1c(C)cccc1C,0,0,0,0,0,0,0,0,0,0,0,0
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,0,,1,0,0,0,1,,0,0,,
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,0,0,0,0,0,0,1,0,0,0,0,0
CC(C(=O)O)c1ccc(C2CCCCC2)c2ccccc12,0,0,0,,0,0,,,0,,0,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0,,,0,0,,,,1,,,1
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,0,0,0,0,0,0,0,,0,,0,0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0,,,,0,0,0,0,,0,0,
[NH3+]c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
NC(=S)c1c(Cl)cccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(S(=O)(=O)[O-])cc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0,0,0,0,0,,,0,0,,0,
CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,0,0,0,0,0,0,0,0,0,0,0,0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,1,0,0,0,0,0,0,0,0,0,0,0
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0,0,0,0,,0,0,1,0,0,0,
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,0,0,0,,0,0,0,0,0,0,,0
COCCOCCOCCOC,0,0,0,0,0,0,0,0,0,0,0,0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1,1,0,1,1,1,0,,0,1,0,0
Cc1ccccc1Br,0,0,0,0,0,0,0,0,0,0,0,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0,1,,1,1,1,,,1,0,1,1
CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,0,0,0,0,0,0,0,0,0,0,,0
CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12,0,,,,,,,,,,,
COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl,0,,0,,,,,,,1,,
COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,0,1,0,,0,0,0,1,0,0,0,0
CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,0,0,0,,0,0,0,0,0,0,,
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,0,0,0,0,0,0,0,,0,0,0,0
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,0,0,0,1,0,,,,0,,,0
O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,0,0,0,,,0,,,0,0,,0
O=C(Nc1ccc2[nH]ccc2c1)c1cc2cc(F)ccc2n1Cc1cccc(F)c1,0,,,,,,,,0,,1,
CNC(=O)Oc1cccc(C(C)C)c1,0,0,0,0,0,0,0,0,0,0,,0
O=C(O)CC(O)(CC(=O)O)C(=O)O.Oc1cccc2cccnc12,0,0,0,,0,0,,,0,1,,
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],0,0,,1,,,0,0,0,,,0
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,,,,,,,,0,,,,
CCC(=O)Nc1ccc(O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1c2ccccc2Sc2ccccc21,1,0,0,,0,0,0,0,0,0,,0
CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,1,1,,0,1,,0,0,0,0,0,0
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,0,0,0,0,0,0,0,,0,,,0
C[C@@H](O)[C@H](N)C(=O)O,,,,,,,,0,,0,,
CN1C(=O)/C(=N/NC(N)=S)c2ccccc21,0,0,1,,0,0,1,,0,,1,0
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,0,0,0,0,0,0,0,0,0,0,,0
CCNC(=O)/C=C/c1cccc(Br)c1,0,,,,,0,0,0,0,0,0,0
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,0,0,0,0,,0,0,,0,0,,0
CN(C)c1ccc(SC#N)cc1,0,0,,,1,0,,0,0,1,,
Cc1cccc(OCC(O)CNC(C)(C)C)c1C,,,,,,,,0,,0,,
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,0,0,0,1,,0,,,0,0,1,1
CCCCCCCCCCCCCCCC(=O)NCCO,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC1CCCC(=O)O1,0,,0,0,0,0,,0,0,0,,0
CC(CC=O)c1ccccc1,0,0,0,0,0,0,0,0,0,,,0
C1CNCCN1,0,0,0,1,1,0,0,0,0,0,0,0
CCOC(=O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)CC(=O)c1ccccc1,0,0,,0,,0,0,0,0,0,0,0
CCCCCC#CC(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0
CC/C=C\CC1=C(C)CCC1=O,0,0,0,0,0,0,0,,0,0,,0
